clip_id,participant_id,cohort,question_id,prompt_type,voiceform_question_order,audio_path
P0139_q70,P0139,new_recruits,70.0,suffix_number,138,audio/new_recruits/P0139/P0139_q70.wav
P0139_q71,P0139,new_recruits,71.0,suffix_additional,139,audio/new_recruits/P0139/P0139_q71.wav
P0139_q73,P0139,new_recruits,73.0,dialect,142,audio/new_recruits/P0139/P0139_q73.wav
P0139_mic_check,P0139,new_recruits,,mic_check,141,audio/new_recruits/P0139/P0139_mic_check.wav
P0140_q03,P0140,new_recruits,3.0,scenario,71,audio/new_recruits/P0140/P0140_q03.wav
P0140_q05,P0140,new_recruits,5.0,scenario,73,audio/new_recruits/P0140/P0140_q05.wav
P0140_q06,P0140,new_recruits,6.0,scenario,74,audio/new_recruits/P0140/P0140_q06.wav
P0140_q07,P0140,new_recruits,7.0,scenario,75,audio/new_recruits/P0140/P0140_q07.wav
P0140_q08,P0140,new_recruits,8.0,scenario,76,audio/new_recruits/P0140/P0140_q08.wav
P0140_q09,P0140,new_recruits,9.0,scenario,77,audio/new_recruits/P0140/P0140_q09.wav
P0140_q10,P0140,new_recruits,10.0,scenario,78,audio/new_recruits/P0140/P0140_q10.wav
P0140_q12,P0140,new_recruits,12.0,scenario,80,audio/new_recruits/P0140/P0140_q12.wav
P0140_q13,P0140,new_recruits,13.0,scenario,81,audio/new_recruits/P0140/P0140_q13.wav
P0140_q15,P0140,new_recruits,15.0,scenario,83,audio/new_recruits/P0140/P0140_q15.wav
P0140_q16,P0140,new_recruits,16.0,scenario,84,audio/new_recruits/P0140/P0140_q16.wav
P0140_q17,P0140,new_recruits,17.0,scenario,85,audio/new_recruits/P0140/P0140_q17.wav
P0140_q18,P0140,new_recruits,18.0,scenario,86,audio/new_recruits/P0140/P0140_q18.wav
P0140_q22,P0140,new_recruits,22.0,scenario,90,audio/new_recruits/P0140/P0140_q22.wav
P0140_q24,P0140,new_recruits,24.0,scenario,92,audio/new_recruits/P0140/P0140_q24.wav
P0140_q25,P0140,new_recruits,25.0,scenario,93,audio/new_recruits/P0140/P0140_q25.wav
P0140_q26,P0140,new_recruits,26.0,scenario,94,audio/new_recruits/P0140/P0140_q26.wav
P0140_q27,P0140,new_recruits,27.0,scenario,95,audio/new_recruits/P0140/P0140_q27.wav
P0140_q28,P0140,new_recruits,28.0,scenario,96,audio/new_recruits/P0140/P0140_q28.wav
P0140_q29,P0140,new_recruits,29.0,scenario,97,audio/new_recruits/P0140/P0140_q29.wav
P0140_q30,P0140,new_recruits,30.0,scenario,98,audio/new_recruits/P0140/P0140_q30.wav
P0140_q32,P0140,new_recruits,32.0,scenario,100,audio/new_recruits/P0140/P0140_q32.wav
P0140_q34,P0140,new_recruits,34.0,scenario,102,audio/new_recruits/P0140/P0140_q34.wav
P0140_q43,P0140,new_recruits,43.0,scenario,111,audio/new_recruits/P0140/P0140_q43.wav
P0140_q47,P0140,new_recruits,47.0,scenario,115,audio/new_recruits/P0140/P0140_q47.wav
P0140_q49,P0140,new_recruits,49.0,scenario,117,audio/new_recruits/P0140/P0140_q49.wav
P0140_q51,P0140,new_recruits,51.0,scenario,119,audio/new_recruits/P0140/P0140_q51.wav
P0140_q53,P0140,new_recruits,53.0,scenario,121,audio/new_recruits/P0140/P0140_q53.wav
P0140_q54,P0140,new_recruits,54.0,scenario,122,audio/new_recruits/P0140/P0140_q54.wav
P0140_q58,P0140,new_recruits,58.0,scenario,126,audio/new_recruits/P0140/P0140_q58.wav
P0140_q62,P0140,new_recruits,62.0,scenario,130,audio/new_recruits/P0140/P0140_q62.wav
P0140_q64,P0140,new_recruits,64.0,scenario,132,audio/new_recruits/P0140/P0140_q64.wav
P0140_q65,P0140,new_recruits,65.0,scenario,133,audio/new_recruits/P0140/P0140_q65.wav
P0140_q67,P0140,new_recruits,67.0,scenario,135,audio/new_recruits/P0140/P0140_q67.wav
P0140_q68,P0140,new_recruits,68.0,scenario,136,audio/new_recruits/P0140/P0140_q68.wav
P0140_q70,P0140,new_recruits,70.0,suffix_number,138,audio/new_recruits/P0140/P0140_q70.wav
P0140_q71,P0140,new_recruits,71.0,suffix_additional,139,audio/new_recruits/P0140/P0140_q71.wav
P0140_q72,P0140,new_recruits,72.0,demographic,140,audio/new_recruits/P0140/P0140_q72.wav
P0140_q73,P0140,new_recruits,73.0,dialect,142,audio/new_recruits/P0140/P0140_q73.wav
P0140_mic_check,P0140,new_recruits,,mic_check,141,audio/new_recruits/P0140/P0140_mic_check.wav
P0141_q01,P0141,new_recruits,1.0,scenario,69,audio/new_recruits/P0141/P0141_q01.wav
P0141_q02,P0141,new_recruits,2.0,scenario,70,audio/new_recruits/P0141/P0141_q02.wav
P0141_q03,P0141,new_recruits,3.0,scenario,71,audio/new_recruits/P0141/P0141_q03.wav
P0141_q04,P0141,new_recruits,4.0,scenario,72,audio/new_recruits/P0141/P0141_q04.wav
P0141_q05,P0141,new_recruits,5.0,scenario,73,audio/new_recruits/P0141/P0141_q05.wav
P0141_q06,P0141,new_recruits,6.0,scenario,74,audio/new_recruits/P0141/P0141_q06.wav
P0141_q09,P0141,new_recruits,9.0,scenario,77,audio/new_recruits/P0141/P0141_q09.wav
P0141_q10,P0141,new_recruits,10.0,scenario,78,audio/new_recruits/P0141/P0141_q10.wav
P0141_q12,P0141,new_recruits,12.0,scenario,80,audio/new_recruits/P0141/P0141_q12.wav
P0141_q17,P0141,new_recruits,17.0,scenario,85,audio/new_recruits/P0141/P0141_q17.wav
P0141_q19,P0141,new_recruits,19.0,scenario,87,audio/new_recruits/P0141/P0141_q19.wav
P0141_q20,P0141,new_recruits,20.0,scenario,88,audio/new_recruits/P0141/P0141_q20.wav
P0141_q25,P0141,new_recruits,25.0,scenario,93,audio/new_recruits/P0141/P0141_q25.wav
P0141_q26,P0141,new_recruits,26.0,scenario,94,audio/new_recruits/P0141/P0141_q26.wav
P0141_q27,P0141,new_recruits,27.0,scenario,95,audio/new_recruits/P0141/P0141_q27.wav
P0141_q28,P0141,new_recruits,28.0,scenario,96,audio/new_recruits/P0141/P0141_q28.wav
P0141_q31,P0141,new_recruits,31.0,scenario,99,audio/new_recruits/P0141/P0141_q31.wav
P0141_q34,P0141,new_recruits,34.0,scenario,102,audio/new_recruits/P0141/P0141_q34.wav
P0141_q35,P0141,new_recruits,35.0,scenario,103,audio/new_recruits/P0141/P0141_q35.wav
P0141_q36,P0141,new_recruits,36.0,scenario,104,audio/new_recruits/P0141/P0141_q36.wav
P0141_q37,P0141,new_recruits,37.0,scenario,105,audio/new_recruits/P0141/P0141_q37.wav
P0141_q39,P0141,new_recruits,39.0,scenario,107,audio/new_recruits/P0141/P0141_q39.wav
P0141_q42,P0141,new_recruits,42.0,scenario,110,audio/new_recruits/P0141/P0141_q42.wav
P0141_q44,P0141,new_recruits,44.0,scenario,112,audio/new_recruits/P0141/P0141_q44.wav
P0141_q46,P0141,new_recruits,46.0,scenario,114,audio/new_recruits/P0141/P0141_q46.wav
P0141_q49,P0141,new_recruits,49.0,scenario,117,audio/new_recruits/P0141/P0141_q49.wav
P0141_q50,P0141,new_recruits,50.0,scenario,118,audio/new_recruits/P0141/P0141_q50.wav
P0141_q53,P0141,new_recruits,53.0,scenario,121,audio/new_recruits/P0141/P0141_q53.wav
P0141_q55,P0141,new_recruits,55.0,scenario,123,audio/new_recruits/P0141/P0141_q55.wav
P0141_q56,P0141,new_recruits,56.0,scenario,124,audio/new_recruits/P0141/P0141_q56.wav
P0141_q57,P0141,new_recruits,57.0,scenario,125,audio/new_recruits/P0141/P0141_q57.wav
P0141_q59,P0141,new_recruits,59.0,scenario,127,audio/new_recruits/P0141/P0141_q59.wav
P0141_q65,P0141,new_recruits,65.0,scenario,133,audio/new_recruits/P0141/P0141_q65.wav
P0141_q66,P0141,new_recruits,66.0,scenario,134,audio/new_recruits/P0141/P0141_q66.wav
P0141_q68,P0141,new_recruits,68.0,scenario,136,audio/new_recruits/P0141/P0141_q68.wav
P0141_q70,P0141,new_recruits,70.0,suffix_number,138,audio/new_recruits/P0141/P0141_q70.wav
P0141_q71,P0141,new_recruits,71.0,suffix_additional,139,audio/new_recruits/P0141/P0141_q71.wav
P0141_q72,P0141,new_recruits,72.0,demographic,140,audio/new_recruits/P0141/P0141_q72.wav
P0141_q73,P0141,new_recruits,73.0,dialect,142,audio/new_recruits/P0141/P0141_q73.wav
P0141_mic_check,P0141,new_recruits,,mic_check,141,audio/new_recruits/P0141/P0141_mic_check.wav
P0142_q01,P0142,new_recruits,1.0,scenario,69,audio/new_recruits/P0142/P0142_q01.wav
P0142_q06,P0142,new_recruits,6.0,scenario,74,audio/new_recruits/P0142/P0142_q06.wav
P0142_q10,P0142,new_recruits,10.0,scenario,78,audio/new_recruits/P0142/P0142_q10.wav
P0142_q13,P0142,new_recruits,13.0,scenario,81,audio/new_recruits/P0142/P0142_q13.wav
P0142_q18,P0142,new_recruits,18.0,scenario,86,audio/new_recruits/P0142/P0142_q18.wav
P0142_q19,P0142,new_recruits,19.0,scenario,87,audio/new_recruits/P0142/P0142_q19.wav
P0142_q20,P0142,new_recruits,20.0,scenario,88,audio/new_recruits/P0142/P0142_q20.wav
P0142_q21,P0142,new_recruits,21.0,scenario,89,audio/new_recruits/P0142/P0142_q21.wav
P0142_q22,P0142,new_recruits,22.0,scenario,90,audio/new_recruits/P0142/P0142_q22.wav
P0142_q24,P0142,new_recruits,24.0,scenario,92,audio/new_recruits/P0142/P0142_q24.wav
P0142_q26,P0142,new_recruits,26.0,scenario,94,audio/new_recruits/P0142/P0142_q26.wav
P0142_q28,P0142,new_recruits,28.0,scenario,96,audio/new_recruits/P0142/P0142_q28.wav
P0142_q29,P0142,new_recruits,29.0,scenario,97,audio/new_recruits/P0142/P0142_q29.wav
P0142_q30,P0142,new_recruits,30.0,scenario,98,audio/new_recruits/P0142/P0142_q30.wav
P0142_q31,P0142,new_recruits,31.0,scenario,99,audio/new_recruits/P0142/P0142_q31.wav
P0142_q33,P0142,new_recruits,33.0,scenario,101,audio/new_recruits/P0142/P0142_q33.wav
P0142_q36,P0142,new_recruits,36.0,scenario,104,audio/new_recruits/P0142/P0142_q36.wav
P0142_q37,P0142,new_recruits,37.0,scenario,105,audio/new_recruits/P0142/P0142_q37.wav
P0142_q41,P0142,new_recruits,41.0,scenario,109,audio/new_recruits/P0142/P0142_q41.wav
P0142_q42,P0142,new_recruits,42.0,scenario,110,audio/new_recruits/P0142/P0142_q42.wav
P0142_q43,P0142,new_recruits,43.0,scenario,111,audio/new_recruits/P0142/P0142_q43.wav
P0142_q45,P0142,new_recruits,45.0,scenario,113,audio/new_recruits/P0142/P0142_q45.wav
P0142_q46,P0142,new_recruits,46.0,scenario,114,audio/new_recruits/P0142/P0142_q46.wav
P0142_q47,P0142,new_recruits,47.0,scenario,115,audio/new_recruits/P0142/P0142_q47.wav
P0142_q48,P0142,new_recruits,48.0,scenario,116,audio/new_recruits/P0142/P0142_q48.wav
P0142_q49,P0142,new_recruits,49.0,scenario,117,audio/new_recruits/P0142/P0142_q49.wav
P0142_q53,P0142,new_recruits,53.0,scenario,121,audio/new_recruits/P0142/P0142_q53.wav
P0142_q54,P0142,new_recruits,54.0,scenario,122,audio/new_recruits/P0142/P0142_q54.wav
P0142_q55,P0142,new_recruits,55.0,scenario,123,audio/new_recruits/P0142/P0142_q55.wav
P0142_q59,P0142,new_recruits,59.0,scenario,127,audio/new_recruits/P0142/P0142_q59.wav
P0142_q62,P0142,new_recruits,62.0,scenario,130,audio/new_recruits/P0142/P0142_q62.wav
P0142_q64,P0142,new_recruits,64.0,scenario,132,audio/new_recruits/P0142/P0142_q64.wav
P0142_q65,P0142,new_recruits,65.0,scenario,133,audio/new_recruits/P0142/P0142_q65.wav
P0142_q66,P0142,new_recruits,66.0,scenario,134,audio/new_recruits/P0142/P0142_q66.wav
P0142_q67,P0142,new_recruits,67.0,scenario,135,audio/new_recruits/P0142/P0142_q67.wav
P0142_q70,P0142,new_recruits,70.0,suffix_number,138,audio/new_recruits/P0142/P0142_q70.wav
P0142_q71,P0142,new_recruits,71.0,suffix_additional,139,audio/new_recruits/P0142/P0142_q71.wav
P0142_q72,P0142,new_recruits,72.0,demographic,140,audio/new_recruits/P0142/P0142_q72.wav
P0142_q73,P0142,new_recruits,73.0,dialect,142,audio/new_recruits/P0142/P0142_q73.wav
P0142_mic_check,P0142,new_recruits,,mic_check,141,audio/new_recruits/P0142/P0142_mic_check.wav
P0143_q02,P0143,new_recruits,2.0,scenario,70,audio/new_recruits/P0143/P0143_q02.wav
P0143_q05,P0143,new_recruits,5.0,scenario,73,audio/new_recruits/P0143/P0143_q05.wav
P0143_q06,P0143,new_recruits,6.0,scenario,74,audio/new_recruits/P0143/P0143_q06.wav
P0143_q07,P0143,new_recruits,7.0,scenario,75,audio/new_recruits/P0143/P0143_q07.wav
P0143_q09,P0143,new_recruits,9.0,scenario,77,audio/new_recruits/P0143/P0143_q09.wav
P0143_q10,P0143,new_recruits,10.0,scenario,78,audio/new_recruits/P0143/P0143_q10.wav
P0143_q13,P0143,new_recruits,13.0,scenario,81,audio/new_recruits/P0143/P0143_q13.wav
P0143_q15,P0143,new_recruits,15.0,scenario,83,audio/new_recruits/P0143/P0143_q15.wav
P0143_q17,P0143,new_recruits,17.0,scenario,85,audio/new_recruits/P0143/P0143_q17.wav
P0143_q20,P0143,new_recruits,20.0,scenario,88,audio/new_recruits/P0143/P0143_q20.wav
P0143_q23,P0143,new_recruits,23.0,scenario,91,audio/new_recruits/P0143/P0143_q23.wav
P0143_q26,P0143,new_recruits,26.0,scenario,94,audio/new_recruits/P0143/P0143_q26.wav
P0143_q28,P0143,new_recruits,28.0,scenario,96,audio/new_recruits/P0143/P0143_q28.wav
P0143_q34,P0143,new_recruits,34.0,scenario,102,audio/new_recruits/P0143/P0143_q34.wav
P0143_q36,P0143,new_recruits,36.0,scenario,104,audio/new_recruits/P0143/P0143_q36.wav
P0143_q37,P0143,new_recruits,37.0,scenario,105,audio/new_recruits/P0143/P0143_q37.wav
P0143_q38,P0143,new_recruits,38.0,scenario,106,audio/new_recruits/P0143/P0143_q38.wav
P0143_q42,P0143,new_recruits,42.0,scenario,110,audio/new_recruits/P0143/P0143_q42.wav
P0143_q43,P0143,new_recruits,43.0,scenario,111,audio/new_recruits/P0143/P0143_q43.wav
P0143_q44,P0143,new_recruits,44.0,scenario,112,audio/new_recruits/P0143/P0143_q44.wav
P0143_q45,P0143,new_recruits,45.0,scenario,113,audio/new_recruits/P0143/P0143_q45.wav
P0143_q50,P0143,new_recruits,50.0,scenario,118,audio/new_recruits/P0143/P0143_q50.wav
P0143_q51,P0143,new_recruits,51.0,scenario,119,audio/new_recruits/P0143/P0143_q51.wav
P0143_q52,P0143,new_recruits,52.0,scenario,120,audio/new_recruits/P0143/P0143_q52.wav
P0143_q54,P0143,new_recruits,54.0,scenario,122,audio/new_recruits/P0143/P0143_q54.wav
P0143_q55,P0143,new_recruits,55.0,scenario,123,audio/new_recruits/P0143/P0143_q55.wav
P0143_q56,P0143,new_recruits,56.0,scenario,124,audio/new_recruits/P0143/P0143_q56.wav
P0143_q57,P0143,new_recruits,57.0,scenario,125,audio/new_recruits/P0143/P0143_q57.wav
P0143_q59,P0143,new_recruits,59.0,scenario,127,audio/new_recruits/P0143/P0143_q59.wav
P0143_q60,P0143,new_recruits,60.0,scenario,128,audio/new_recruits/P0143/P0143_q60.wav
P0143_q61,P0143,new_recruits,61.0,scenario,129,audio/new_recruits/P0143/P0143_q61.wav
P0143_q63,P0143,new_recruits,63.0,scenario,131,audio/new_recruits/P0143/P0143_q63.wav
P0143_q65,P0143,new_recruits,65.0,scenario,133,audio/new_recruits/P0143/P0143_q65.wav
P0143_q66,P0143,new_recruits,66.0,scenario,134,audio/new_recruits/P0143/P0143_q66.wav
P0143_q67,P0143,new_recruits,67.0,scenario,135,audio/new_recruits/P0143/P0143_q67.wav
P0143_q70,P0143,new_recruits,70.0,suffix_number,138,audio/new_recruits/P0143/P0143_q70.wav
P0143_q71,P0143,new_recruits,71.0,suffix_additional,139,audio/new_recruits/P0143/P0143_q71.wav
P0143_q72,P0143,new_recruits,72.0,demographic,140,audio/new_recruits/P0143/P0143_q72.wav
P0143_q73,P0143,new_recruits,73.0,dialect,142,audio/new_recruits/P0143/P0143_q73.wav
P0143_mic_check,P0143,new_recruits,,mic_check,141,audio/new_recruits/P0143/P0143_mic_check.wav
P0144_q03,P0144,new_recruits,3.0,scenario,71,audio/new_recruits/P0144/P0144_q03.wav
P0144_q05,P0144,new_recruits,5.0,scenario,73,audio/new_recruits/P0144/P0144_q05.wav
P0144_q08,P0144,new_recruits,8.0,scenario,76,audio/new_recruits/P0144/P0144_q08.wav
P0144_q09,P0144,new_recruits,9.0,scenario,77,audio/new_recruits/P0144/P0144_q09.wav
P0144_q12,P0144,new_recruits,12.0,scenario,80,audio/new_recruits/P0144/P0144_q12.wav
P0144_q16,P0144,new_recruits,16.0,scenario,84,audio/new_recruits/P0144/P0144_q16.wav
P0144_q17,P0144,new_recruits,17.0,scenario,85,audio/new_recruits/P0144/P0144_q17.wav
P0144_q19,P0144,new_recruits,19.0,scenario,87,audio/new_recruits/P0144/P0144_q19.wav
P0144_q21,P0144,new_recruits,21.0,scenario,89,audio/new_recruits/P0144/P0144_q21.wav
P0144_q22,P0144,new_recruits,22.0,scenario,90,audio/new_recruits/P0144/P0144_q22.wav
P0144_q23,P0144,new_recruits,23.0,scenario,91,audio/new_recruits/P0144/P0144_q23.wav
P0144_q24,P0144,new_recruits,24.0,scenario,92,audio/new_recruits/P0144/P0144_q24.wav
P0144_q25,P0144,new_recruits,25.0,scenario,93,audio/new_recruits/P0144/P0144_q25.wav
P0144_q28,P0144,new_recruits,28.0,scenario,96,audio/new_recruits/P0144/P0144_q28.wav
P0144_q30,P0144,new_recruits,30.0,scenario,98,audio/new_recruits/P0144/P0144_q30.wav
P0144_q31,P0144,new_recruits,31.0,scenario,99,audio/new_recruits/P0144/P0144_q31.wav
P0144_q32,P0144,new_recruits,32.0,scenario,100,audio/new_recruits/P0144/P0144_q32.wav
P0144_q33,P0144,new_recruits,33.0,scenario,101,audio/new_recruits/P0144/P0144_q33.wav
P0144_q34,P0144,new_recruits,34.0,scenario,102,audio/new_recruits/P0144/P0144_q34.wav
P0144_q35,P0144,new_recruits,35.0,scenario,103,audio/new_recruits/P0144/P0144_q35.wav
P0144_q37,P0144,new_recruits,37.0,scenario,105,audio/new_recruits/P0144/P0144_q37.wav
P0144_q38,P0144,new_recruits,38.0,scenario,106,audio/new_recruits/P0144/P0144_q38.wav
P0144_q39,P0144,new_recruits,39.0,scenario,107,audio/new_recruits/P0144/P0144_q39.wav
P0144_q42,P0144,new_recruits,42.0,scenario,110,audio/new_recruits/P0144/P0144_q42.wav
P0144_q43,P0144,new_recruits,43.0,scenario,111,audio/new_recruits/P0144/P0144_q43.wav
P0144_q44,P0144,new_recruits,44.0,scenario,112,audio/new_recruits/P0144/P0144_q44.wav
P0144_q46,P0144,new_recruits,46.0,scenario,114,audio/new_recruits/P0144/P0144_q46.wav
P0144_q49,P0144,new_recruits,49.0,scenario,117,audio/new_recruits/P0144/P0144_q49.wav
P0144_q50,P0144,new_recruits,50.0,scenario,118,audio/new_recruits/P0144/P0144_q50.wav
P0144_q51,P0144,new_recruits,51.0,scenario,119,audio/new_recruits/P0144/P0144_q51.wav
P0144_q54,P0144,new_recruits,54.0,scenario,122,audio/new_recruits/P0144/P0144_q54.wav
P0144_q58,P0144,new_recruits,58.0,scenario,126,audio/new_recruits/P0144/P0144_q58.wav
P0144_q59,P0144,new_recruits,59.0,scenario,127,audio/new_recruits/P0144/P0144_q59.wav
P0144_q60,P0144,new_recruits,60.0,scenario,128,audio/new_recruits/P0144/P0144_q60.wav
P0144_q65,P0144,new_recruits,65.0,scenario,133,audio/new_recruits/P0144/P0144_q65.wav
P0144_q70,P0144,new_recruits,70.0,suffix_number,138,audio/new_recruits/P0144/P0144_q70.wav
P0144_q71,P0144,new_recruits,71.0,suffix_additional,139,audio/new_recruits/P0144/P0144_q71.wav
P0144_q72,P0144,new_recruits,72.0,demographic,140,audio/new_recruits/P0144/P0144_q72.wav
P0144_q73,P0144,new_recruits,73.0,dialect,142,audio/new_recruits/P0144/P0144_q73.wav
P0144_mic_check,P0144,new_recruits,,mic_check,141,audio/new_recruits/P0144/P0144_mic_check.wav
P0145_q01,P0145,new_recruits,1.0,scenario,69,audio/new_recruits/P0145/P0145_q01.wav
P0145_q03,P0145,new_recruits,3.0,scenario,71,audio/new_recruits/P0145/P0145_q03.wav
P0145_q07,P0145,new_recruits,7.0,scenario,75,audio/new_recruits/P0145/P0145_q07.wav
P0145_q13,P0145,new_recruits,13.0,scenario,81,audio/new_recruits/P0145/P0145_q13.wav
P0145_q14,P0145,new_recruits,14.0,scenario,82,audio/new_recruits/P0145/P0145_q14.wav
P0145_q15,P0145,new_recruits,15.0,scenario,83,audio/new_recruits/P0145/P0145_q15.wav
P0145_q16,P0145,new_recruits,16.0,scenario,84,audio/new_recruits/P0145/P0145_q16.wav
P0145_q17,P0145,new_recruits,17.0,scenario,85,audio/new_recruits/P0145/P0145_q17.wav
P0145_q18,P0145,new_recruits,18.0,scenario,86,audio/new_recruits/P0145/P0145_q18.wav
P0145_q19,P0145,new_recruits,19.0,scenario,87,audio/new_recruits/P0145/P0145_q19.wav
P0145_q21,P0145,new_recruits,21.0,scenario,89,audio/new_recruits/P0145/P0145_q21.wav
P0145_q23,P0145,new_recruits,23.0,scenario,91,audio/new_recruits/P0145/P0145_q23.wav
P0145_q25,P0145,new_recruits,25.0,scenario,93,audio/new_recruits/P0145/P0145_q25.wav
P0145_q27,P0145,new_recruits,27.0,scenario,95,audio/new_recruits/P0145/P0145_q27.wav
P0145_q29,P0145,new_recruits,29.0,scenario,97,audio/new_recruits/P0145/P0145_q29.wav
P0145_q30,P0145,new_recruits,30.0,scenario,98,audio/new_recruits/P0145/P0145_q30.wav
P0145_q33,P0145,new_recruits,33.0,scenario,101,audio/new_recruits/P0145/P0145_q33.wav
P0145_q34,P0145,new_recruits,34.0,scenario,102,audio/new_recruits/P0145/P0145_q34.wav
P0145_q37,P0145,new_recruits,37.0,scenario,105,audio/new_recruits/P0145/P0145_q37.wav
P0145_q44,P0145,new_recruits,44.0,scenario,112,audio/new_recruits/P0145/P0145_q44.wav
P0145_q47,P0145,new_recruits,47.0,scenario,115,audio/new_recruits/P0145/P0145_q47.wav
P0145_q49,P0145,new_recruits,49.0,scenario,117,audio/new_recruits/P0145/P0145_q49.wav
P0145_q50,P0145,new_recruits,50.0,scenario,118,audio/new_recruits/P0145/P0145_q50.wav
P0145_q53,P0145,new_recruits,53.0,scenario,121,audio/new_recruits/P0145/P0145_q53.wav
P0145_q55,P0145,new_recruits,55.0,scenario,123,audio/new_recruits/P0145/P0145_q55.wav
P0145_q56,P0145,new_recruits,56.0,scenario,124,audio/new_recruits/P0145/P0145_q56.wav
P0145_q58,P0145,new_recruits,58.0,scenario,126,audio/new_recruits/P0145/P0145_q58.wav
P0145_q60,P0145,new_recruits,60.0,scenario,128,audio/new_recruits/P0145/P0145_q60.wav
P0145_q61,P0145,new_recruits,61.0,scenario,129,audio/new_recruits/P0145/P0145_q61.wav
P0145_q62,P0145,new_recruits,62.0,scenario,130,audio/new_recruits/P0145/P0145_q62.wav
P0145_q64,P0145,new_recruits,64.0,scenario,132,audio/new_recruits/P0145/P0145_q64.wav
P0145_q65,P0145,new_recruits,65.0,scenario,133,audio/new_recruits/P0145/P0145_q65.wav
P0145_q67,P0145,new_recruits,67.0,scenario,135,audio/new_recruits/P0145/P0145_q67.wav
P0145_q68,P0145,new_recruits,68.0,scenario,136,audio/new_recruits/P0145/P0145_q68.wav
P0145_q70,P0145,new_recruits,70.0,suffix_number,138,audio/new_recruits/P0145/P0145_q70.wav
P0145_q71,P0145,new_recruits,71.0,suffix_additional,139,audio/new_recruits/P0145/P0145_q71.wav
P0145_q72,P0145,new_recruits,72.0,demographic,140,audio/new_recruits/P0145/P0145_q72.wav
P0145_q73,P0145,new_recruits,73.0,dialect,142,audio/new_recruits/P0145/P0145_q73.wav
P0145_mic_check,P0145,new_recruits,,mic_check,141,audio/new_recruits/P0145/P0145_mic_check.wav
P0146_q01,P0146,new_recruits,1.0,scenario,69,audio/new_recruits/P0146/P0146_q01.wav
P0146_q02,P0146,new_recruits,2.0,scenario,70,audio/new_recruits/P0146/P0146_q02.wav
P0146_q05,P0146,new_recruits,5.0,scenario,73,audio/new_recruits/P0146/P0146_q05.wav
P0146_q07,P0146,new_recruits,7.0,scenario,75,audio/new_recruits/P0146/P0146_q07.wav
P0146_q08,P0146,new_recruits,8.0,scenario,76,audio/new_recruits/P0146/P0146_q08.wav
P0146_q10,P0146,new_recruits,10.0,scenario,78,audio/new_recruits/P0146/P0146_q10.wav
P0146_q13,P0146,new_recruits,13.0,scenario,81,audio/new_recruits/P0146/P0146_q13.wav
P0146_q14,P0146,new_recruits,14.0,scenario,82,audio/new_recruits/P0146/P0146_q14.wav
P0146_q16,P0146,new_recruits,16.0,scenario,84,audio/new_recruits/P0146/P0146_q16.wav
P0146_q19,P0146,new_recruits,19.0,scenario,87,audio/new_recruits/P0146/P0146_q19.wav
P0146_q21,P0146,new_recruits,21.0,scenario,89,audio/new_recruits/P0146/P0146_q21.wav
P0146_q23,P0146,new_recruits,23.0,scenario,91,audio/new_recruits/P0146/P0146_q23.wav
P0146_q25,P0146,new_recruits,25.0,scenario,93,audio/new_recruits/P0146/P0146_q25.wav
P0146_q29,P0146,new_recruits,29.0,scenario,97,audio/new_recruits/P0146/P0146_q29.wav
P0146_q32,P0146,new_recruits,32.0,scenario,100,audio/new_recruits/P0146/P0146_q32.wav
P0146_q33,P0146,new_recruits,33.0,scenario,101,audio/new_recruits/P0146/P0146_q33.wav
P0146_q35,P0146,new_recruits,35.0,scenario,103,audio/new_recruits/P0146/P0146_q35.wav
P0146_q38,P0146,new_recruits,38.0,scenario,106,audio/new_recruits/P0146/P0146_q38.wav
P0146_q40,P0146,new_recruits,40.0,scenario,108,audio/new_recruits/P0146/P0146_q40.wav
P0146_q41,P0146,new_recruits,41.0,scenario,109,audio/new_recruits/P0146/P0146_q41.wav
P0146_q42,P0146,new_recruits,42.0,scenario,110,audio/new_recruits/P0146/P0146_q42.wav
P0146_q43,P0146,new_recruits,43.0,scenario,111,audio/new_recruits/P0146/P0146_q43.wav
P0146_q44,P0146,new_recruits,44.0,scenario,112,audio/new_recruits/P0146/P0146_q44.wav
P0146_q45,P0146,new_recruits,45.0,scenario,113,audio/new_recruits/P0146/P0146_q45.wav
P0146_q48,P0146,new_recruits,48.0,scenario,116,audio/new_recruits/P0146/P0146_q48.wav
P0146_q51,P0146,new_recruits,51.0,scenario,119,audio/new_recruits/P0146/P0146_q51.wav
P0146_q52,P0146,new_recruits,52.0,scenario,120,audio/new_recruits/P0146/P0146_q52.wav
P0146_q53,P0146,new_recruits,53.0,scenario,121,audio/new_recruits/P0146/P0146_q53.wav
P0146_q56,P0146,new_recruits,56.0,scenario,124,audio/new_recruits/P0146/P0146_q56.wav
P0146_q58,P0146,new_recruits,58.0,scenario,126,audio/new_recruits/P0146/P0146_q58.wav
P0146_q60,P0146,new_recruits,60.0,scenario,128,audio/new_recruits/P0146/P0146_q60.wav
P0146_q62,P0146,new_recruits,62.0,scenario,130,audio/new_recruits/P0146/P0146_q62.wav
P0146_q63,P0146,new_recruits,63.0,scenario,131,audio/new_recruits/P0146/P0146_q63.wav
P0146_q65,P0146,new_recruits,65.0,scenario,133,audio/new_recruits/P0146/P0146_q65.wav
P0146_q69,P0146,new_recruits,69.0,scenario,137,audio/new_recruits/P0146/P0146_q69.wav
